# X	Y
5.799999999999999600e-01	1.619715772137845455e+00
5.899999999999999689e-01	1.611315665742583114e+00
5.999999999999999778e-01	1.602955843622594134e+00
6.099999999999999867e-01	1.594637414996747049e+00
6.199999999999999956e-01	1.586361275377961455e+00
6.300000000000000044e-01	1.578128115642168039e+00
6.400000000000000133e-01	1.569938431186480354e+00
6.500000000000000222e-01	1.561792531143101792e+00
6.600000000000000311e-01	1.553690547617458062e+00
6.700000000000000400e-01	1.545632444921056781e+00
6.800000000000000488e-01	1.537618028771544409e+00
6.900000000000000577e-01	1.529646955434391886e+00
7.000000000000000666e-01	1.521718740782583623e+00
7.099999999999999645e-01	1.513832769252549726e+00
7.199999999999999734e-01	1.505988302676458224e+00
7.299999999999999822e-01	1.498184488972747586e+00
7.399999999999999911e-01	1.490420370678526174e+00
7.500000000000000000e-01	1.482694893309133066e+00
7.600000000000000089e-01	1.475006913531746289e+00
7.700000000000000178e-01	1.467355207141471274e+00
7.800000000000000266e-01	1.459738476829784970e+00
7.900000000000000355e-01	1.452155359736605700e+00
8.000000000000000444e-01	1.444604434778569590e+00
8.100000000000000533e-01	1.437084229747322306e+00
8.200000000000000622e-01	1.429593228172804764e+00
8.300000000000000711e-01	1.422129875947594879e+00
8.399999999999999689e-01	1.414692587709383220e+00
8.499999999999999778e-01	1.407279752979602394e+00
8.599999999999999867e-01	1.399889742057112363e+00
8.699999999999999956e-01	1.392520911666637717e+00
8.800000000000000044e-01	1.385171610362412542e+00
8.900000000000000133e-01	1.377840183688154196e+00
9.000000000000000222e-01	1.370524979095113283e+00
9.100000000000000311e-01	1.363224350620511949e+00
9.200000000000000400e-01	1.355936663329186942e+00
9.300000000000000488e-01	1.348660297521709239e+00
9.400000000000000577e-01	1.341393652712663087e+00
9.500000000000000666e-01	1.334135151383124329e+00
9.599999999999999645e-01	1.326883242511693872e+00
9.699999999999999734e-01	1.319636404888722359e+00
9.799999999999999822e-01	1.312393150218595927e+00
9.899999999999999911e-01	1.305152026015152789e+00
1.000000000000000000e+00	1.297911618295477743e+00
1.010000000000000009e+00	1.290670554077446130e+00
1.020000000000000018e+00	1.283427503686509930e+00
1.030000000000000027e+00	1.276181182877295761e+00
1.040000000000000036e+00	1.268930354775643865e+00
1.050000000000000044e+00	1.261673831646753730e+00
1.060000000000000053e+00	1.254410476495125382e+00
1.070000000000000062e+00	1.247139204501968912e+00
1.080000000000000071e+00	1.239858984305755030e+00
1.090000000000000080e+00	1.232568839131534144e+00
1.100000000000000089e+00	1.225267847774610397e+00
1.110000000000000098e+00	1.217955145444093557e+00
1.120000000000000107e+00	1.210629924471798846e+00
1.130000000000000115e+00	1.203291434891860856e+00
1.140000000000000124e+00	1.195938984896370183e+00
1.150000000000000133e+00	1.188571941172227309e+00
1.159999999999999920e+00	1.181189729124321408e+00
1.169999999999999929e+00	1.173791832990034978e+00
1.179999999999999938e+00	1.166377795849961485e+00
1.189999999999999947e+00	1.158947219539624207e+00
1.199999999999999956e+00	1.151499764466857645e+00
1.209999999999999964e+00	1.144035149339402313e+00
1.219999999999999973e+00	1.136553150807150026e+00
1.229999999999999982e+00	1.129053603023349339e+00
1.239999999999999991e+00	1.121536397128970464e+00
1.250000000000000000e+00	1.114001480664302601e+00
1.260000000000000009e+00	1.106448856911743661e+00
1.270000000000000018e+00	1.098878584173623274e+00
1.280000000000000027e+00	1.091290774988779466e+00
1.290000000000000036e+00	1.083685595291499437e+00
1.300000000000000044e+00	1.076063263516315205e+00
1.310000000000000053e+00	1.068424049652036745e+00
1.320000000000000062e+00	1.060768274248294896e+00
1.330000000000000071e+00	1.053096307377753948e+00
1.340000000000000080e+00	1.045408567557052359e+00
1.350000000000000089e+00	1.037705520629421674e+00
1.360000000000000098e+00	1.029987678611839153e+00
1.370000000000000107e+00	1.022255598509460572e+00
1.380000000000000115e+00	1.014509881099992405e+00
1.390000000000000124e+00	1.006751169690565773e+00
1.400000000000000133e+00	9.989801488495749782e-01
1.409999999999999920e+00	9.911975431158726035e-01
1.419999999999999929e+00	9.834041156876025536e-01
1.429999999999999938e+00	9.756006670928941693e-01
1.439999999999999947e+00	9.677880338445347119e-01
1.449999999999999956e+00	9.599670870806780165e-01
1.459999999999999964e+00	9.521387311935590736e-01
1.469999999999999973e+00	9.443039024481129085e-01
1.479999999999999982e+00	9.364635675923267399e-01
1.489999999999999991e+00	9.286187224610819024e-01
1.500000000000000000e+00	9.207703905751738471e-01
1.510000000000000009e+00	9.129196217371386979e-01
1.520000000000000018e+00	9.050674906254440044e-01
1.530000000000000027e+00	8.972150953885473790e-01
1.540000000000000036e+00	8.893635562402629757e-01
1.550000000000000044e+00	8.815140140578213712e-01
1.560000000000000053e+00	8.736676289839514498e-01
1.570000000000000062e+00	8.658255790342593849e-01
1.580000000000000071e+00	8.579890587111317357e-01
1.590000000000000080e+00	8.501592776253337203e-01
1.600000000000000089e+00	8.423374591264294331e-01
1.610000000000000098e+00	8.345248389431046965e-01
1.620000000000000107e+00	8.267226638344236100e-01
1.630000000000000115e+00	8.189321902530105612e-01
1.640000000000000124e+00	8.111546830211038284e-01
1.650000000000000133e+00	8.033914140203879395e-01
1.660000000000000142e+00	7.956436608964705393e-01
1.669999999999999929e+00	7.879127057788315458e-01
1.679999999999999938e+00	7.801998340170337443e-01
1.689999999999999947e+00	7.725063329339511009e-01
1.699999999999999956e+00	7.648334905967313357e-01
1.709999999999999964e+00	7.571825946061760959e-01
1.719999999999999973e+00	7.495549309051927622e-01
1.729999999999999982e+00	7.419517826069338406e-01
1.739999999999999991e+00	7.343744288432120237e-01
1.750000000000000000e+00	7.268241436337479211e-01
1.760000000000000009e+00	7.193021947767762603e-01
1.770000000000000018e+00	7.118098427615094925e-01
1.780000000000000027e+00	7.043483397029287607e-01
1.790000000000000036e+00	6.969189282993409895e-01
1.800000000000000044e+00	6.895228408131233167e-01
1.810000000000000053e+00	6.821612980750387800e-01
1.820000000000000062e+00	6.748355085124886354e-01
1.830000000000000071e+00	6.675466672020426984e-01
1.840000000000000080e+00	6.602959549465563516e-01
1.850000000000000089e+00	6.530845373771713147e-01
1.860000000000000098e+00	6.459135640804626322e-01
1.870000000000000107e+00	6.387841677509793481e-01
1.880000000000000115e+00	6.316974633693999142e-01
1.890000000000000124e+00	6.246545474065039460e-01
1.900000000000000133e+00	6.176564970531388532e-01
1.910000000000000142e+00	6.107043694763403252e-01
1.919999999999999929e+00	6.037992011017453420e-01
1.929999999999999938e+00	5.969420069224139480e-01
1.939999999999999947e+00	5.901337798341607099e-01
1.949999999999999956e+00	5.833754899974735730e-01
1.959999999999999964e+00	5.766680842260801798e-01
1.969999999999999973e+00	5.700124854022048382e-01
1.979999999999999982e+00	5.634095919185397872e-01
1.989999999999999991e+00	5.568602771469352009e-01
